TweetID;Label;tweet
48487944612352000;2b;US Stocks Up Sharply, But Volume Declines  : $BIDU : http://scroli.com/profile/BIDU #Baidu
48488947067797504;2b;$BIDU http://chart.ly/gehss9g Hanging tough
48494682623328256;0;RT @niubi: Business China | Dangdamg CEO says pulling ads from baidu over book piracy charges http://bit.ly/hMbeOT how material 2 $bidu  ...
48518463798517760;2a;Random Technical Analysis March 17, 2011 $BAC, $C, $AXTI, $BIDU, $AKAM, $CAT, $FFIV, $AAPL: I will have analysis... http://bit.ly/gtl16m
48530308626259968;4;ERROR
48541742554824704;4;My target to options early morning $CAT,$BA,$BIDU,$CLF,$MT,$WYNN,$DE,$MEE,$CMI,$FLR,$CSX
48730998405468160;4;25 current stocks meeting CANSLIM criteria $ENTR $AAPL $AXTI $BIDU $BRCM $CAVM $CLF $CROX $CTRP $CTSH $EBIX $FFIV $GOOG $HS $IPGP $LULU $MED
48739342230888448;4;Lots of leaders on the move so far this morning.  $AAPL, $CLF, $OPEN, $BIDU, $WYNN, $UNP, $DE, $AAWW etc.  $$
48743804894842880;2b;ERROR
48768268198092800;0;$goog $bidu all on short watch if they go red..... only for the pro's out there
48768806289551360;0;ERROR
48769363980992513;4;ERROR
48770018032365568;0;Baidu's internal analysis post Qihoo-tencent war- $bidu needs strong client software as strategic reserve 2 cover up relative disadvantages
48772592395497472;4;$goog $bidu shorts giving some love
48788004805951488;2a;$BIDU: Triangle pattern http://stk.ly/gKzEYK
48820615121080320;4;$bidu covered 1/2 ss +.60
49186210161246208;2b;$BIDU this one is interesting, been very strong considering, but appears in bear flag, Macd still looking good http://fsc.bz/CIc #WORDEN
49186686898409472;2b;$BIDU weekly divergences here, looks weaker than daily but could just pop right up still close to all time highs http://fsc.bz/CId #WORDEN
49251607761797120;0;ERROR
49354735156854784;4;ERROR
49431499916845057;0;ERROR
49564976117063680;2b;$BIDU the trading boundaries from BYH790113 http://wp.me/p1atw5-ct
49603275221245952;4;You want earnings growth? IBD 50's $BIDU, $SLW, $NOG, $CLF, $GPOR expected to report triple-digit growth this quarter. http://bit.ly/eeKfSv
49605285249159168;4;IBD 50\'s Top 5 Estimated Profit Gains Include Baidu  : $BIDU : http://scroli.com/profile/BIDU #Baidu
49635215437602816;2b;ERROR
49644807500480514;0;Bye, Bye Baidu?? (by Leaf_West) - Slope Of Hope with Tim Knight http://bit.ly/hVSesa $bidu bear flag, going back to 100?
49678726228746240;2b;ERROR
49682358642806784;4;$BIDU holding up and sitting right on 10wk line.  http://fsc.bz/CJZ #WORDEN
49738270359289859;2b;Google: China Blocking Gmail  : $BIDU : http://scroli.com/profile/BIDU #Baidu
49785314583126016;2a;ERROR
49836263137742848;4;ERROR
49836653161877504;2a;@ChartDiva @Liquid_Trader You posted nearly identical $BIDU. Long. http://t.co/nRHFrs6 #in #stocks #stockmarket #daytrading #mkt #GOP
49837718221504512;2b;ERROR
49837738723246080;4;Short $FFIV and $NKE  Long $BIDU so far today
49838391801544704;4;ERROR
49848004357799936;2b;ERROR
49882010486964224;4;@ChartDiva Nice looking $BIDU chart, looking at some quick options on them, though just shorted overall market.
49884279840321536;4;$bidu going here $$$$
49891974223896576;4;ERROR
49909634055671808;2a;March Stock Mania: Ford topples Apple  : $BIDU : http://scroli.com/profile/BIDU #Baidu
49914218031484928;4;$BIDU rolling over pretty good
49916896098787329;2b;i dont believe $bidu bounce yet! watch out.
49921280975183873;2b;Trades today - $FSLR -.40 $BIDU -.30 $APC +.60 and $APA +.25
49925066082881536;0;$BIDU trade 15min - stopped out http://fsc.bz/CKb #WORDEN
49948523025809410;2a;Investor\'s Corner: Use Checklist For Cup With Handle  : $BIDU : http://scroli.com/profile/BIDU #Baidu
49954705069178880;4;Stock scan/rising http://stk.ly/fDPhTM $WY $DISH $WMB $DVN $COF $BIDU $BHI $NOV $UNH $ISRG $HOLX $COP $ERTS $CVX $PFE $CAT $FLIR $LMT $EMC
49963866100207616;4;Some ADRs Baking Something Special In The Oven  : $BIDU : http://scroli.com/profile/BIDU #Baidu
50013837910482944;4;$BIDU http://chart.ly/48l2pmy Coiled tighter than a rattle snake. I'm a buyer.
50035563964792832;2b;ERROR
50042068072009728;4;Levels: $FDX 90, $AMT 47, $WYNN 121, $CAT for failure short to make new high, $BIDU over/at 125, $VMW 80, $SINA 93.25, $RCL 44.50 & 40.50
50066094844678144;4;ERROR
50138051258753024;4;RT @alleyinsider: Chinese Internet Stocks Rise As Government Blocks Google $GOOG $NTES $SINA $SOHU $BIDU by @pegobry http://read.bi/hVFrHE
50175385673015296;2b;How to Trade on Google\'s China Problem (GOOG, BIDU, SINA)  : $BIDU : http://scroli.com/profile/BIDU #Baidu
50177946278834176;2a;Mad Money Lightning Round OT: Cramer Likes BAS (DANG, BIDU, SWC, BAS, GLD)  : $BIDU : http://scroli.com/profile/BIDU #Baidu
50180249664749568;4;Morgan Stanley's Focus Growth Fund: A Brief Analysis http://seekingalpha.com/a/5k73 $AAPL $AMZN $BAM $BIDU $BUD $CRM $EBAY $EDEN $EXPD
50181902954545153;4;RT @SeekingAlpha - Morgan Stanley\'s Focus Growth Fund: A Brief Analysis http://brokerz.com/_qMPD/ $AAPL $AMZN $BAM $BIDU $BUD $CRM $...
50185642226876417;2a;Recap of posted  Charts $NFLX $FSLR $SSRI $BIDU $AMZN
50187378924597248;2b;watching $pran, $wag, $ccj, $bidu. good luck everyone
50189060316209152;2a;$BIDU ---was that a flash dash or is that  bad tick
50189595580710912;4;Leaders up nicely so far this morning:  $AAPL, $CMG, $NFLX, $BIDU, $ISRG etc.
50199997903421441;4;ERROR
50200395494080512;2b;$bidu potential cup and handle 1 min timeframe
50201599594864640;4;Baidu.com (BIDU) Could Break Through $126.61 Resistance Level  : $BIDU : http://scroli.com/profile/BIDU #Baidu
50201601251610624;2a;Tech. Stocks Mostly Higher (Apple Inc., GOOG, BIDU, REDF)  : $BIDU : http://scroli.com/profile/BIDU #Baidu
50202434550775809;4;$BIDU on the move
50203031601545216;4;short $BIDU $125.32 stop $126.91
50203149608288256;4;ERROR
50203896618033153;4;$BIDU adding a few 125.4
50204724556857344;4;$bidu out 1/2 +.70
50206983072129027;4;Just a few leaders on the move so far today: $AAPL, $BIDU, $NFLX.  $$
50220543655419904;4;Bought some $BIDU with $2 stop
50227376398929920;2a;Google: Unfair Discount Versus eBay, Says Deutsche - Tech Trader Daily - Barron's $GOOG $EBAY $AMZN $YHOO $MSFT $BIDU http://bit.ly/hnFGhv
50229030947000320;4;RT @aztecs99: $BIDU is just getting ready to blow higher - into apr 125 calls here
50229450062823425;2b;ERROR
50229884785659904;4;ERROR
50230414081658880;4;$BIDU just about closing gap from 2/18/11
50242044429475841;4;$BIDU nice trendline b/o, tweeted yesterday
50244597414236160;4;$BIDU one of the few leaders (other than $NFLX & $AAPL) continuing to move well on solid volume.  Nice.   : )
50244600002134016;0;Im seeing a lot of bad wicks/ticks (flash crashs/dashs) in stocks today: $AAPL $BIDU $WAG $NKE
50245626138595328;4;I like it (127fib) RT @icojones $BIDU target $136 by Apr 24th.
50248440130707456;0;out rest of $bidu +.63 no trust in mrkets
50249993512157184;4;ERROR
50252243441688576;0;ERROR
50252746602983424;2a;US Stocks Stay Modestly Lower In Subdued Trade  : $BIDU : http://scroli.com/profile/BIDU #Baidu
50255819228463104;4;Stocks Making New High Of Day In Solid Chart Patterns Right Now $BIDU, $MELI, $SINA, $FCX, $MCP, $EOG, $ESRX, $AXP To Name A Few
50257619117547520;4;ERROR
50257843760267264;2a;ERROR
50265526273974272;4;Baidu.com Bounces Despite Losing Its Deal With Dangdang.com  : $BIDU : http://scroli.com/profile/BIDU #Baidu
50272258031222784;2b;Music & Charts updates $BIDU 125 breakout proves a mover but could not break the upper trendline so far http://chart.ly/xygv97o
50279247243251712;2b;$BIDU hanging tough, wants to breakout.  Once this market finishes correcting, let her rip!
50280664150458368;4;ERROR
50280732089786368;4;ERROR
50281006971883520;4;ERROR
50282146526531584;4;The best stocks today are all the ones everyone hates because of high multiple...lol  $BIDU, $NFLX, $MCP etc: Buy When The Bombs Fly..Bwaaa
50283167818592256;4;Meanwhile, featured pick $BIDU just continuing to motor higher (one of the few bright spots in today's sleepwalking market).  $$
50284902779846656;4;There were some disappointments: $APKT $RVBD $ADTN, yet one doesn't need to squint to find encouragement:$NFLX $BIDU $PCLN $MCP $OPEN $CERN
50315403456561152;4;$BIDU RMI indicator green shows outperformance vs. SPX. Found support at its November highs on this recent pullback. http://stk.ly/gimRXl
50315630364196864;4;$AAPL isn't doing as strongly as other tech stocks like $BIDU - wonder if this has to do with the current supply chain worries @leducviolet
50318293269098496;2b;ERROR
50318580943831040;4;ERROR
50330130727452672;2a;@DUBSTRADER why have you not been long $BIDU?
50333547130654721;4;@DUBSTRADER yeah I went long at 73, sold at 99 w/dip, then bought back at 105...long ever since.  good $$$, big time $BIDU
50334713180717056;4;@dubstrader @jimcramer is oblivious, a lot of tech leaders are holding up well with the correction IMHO.... $BIDU $SINA $ARUN $AAPL etc.
50336718842372096;4;ERROR
50381702706626560;4;ERROR
50543016276008960;4;Stocks with RS line in new highs before price.  $BRNC $ARBA $SD $LUFK $BIDU $CLR $DNR $NATI $CYMI $DHR
50558825765412864;2b;indices go up, $apkt, $ffiv  destroyed. indices going down, $open breaking out, $bidu flying. indecisive much?
50563596048007168;2a;AOL: UBS Says Buy, Ad CPMs Looking Strong - Tech Trader Daily - Barron's $AOL $GOOG $MSFT $YHOO $BIDU $AAPL http://bit.ly/gUcikz
50580030694236160;2b;new high $BIDU  long $AMZN  on reverse  161.5  $FSLR struggling at 149
50581090531946496;4;High Beta Stocks Just Flying In A Slightly Down Market $BIDU, $NFLX, $WLT, $SLW, $JNPR and now even the $QQQ New High Of Day
50581571505356800;4;ERROR
50583888237559808;2a;roger BGC [Mar-23 10:38:17 AM]: $BIDU moving....$LRCX, $SBUX, $GILD and $FFIV coming off a short term oversold read leading the way....
50592996013506560;4;Moving well: $SLW $BIDU $FCX $TZOO and $APC At least of those on my watch list.
50598275111329792;2b;Tempting to buy names like $BIDU $SINA $OPEN $NFLX but remember technical picture of stock indices not very good
50611097794904064;4;ERROR
50613274345078784;4;ERROR
50618017637343232;4;@lasertrader hey laser...had an abnormal good day today...everythings running awesome $INP $USO $BIDU $BRNC and even short $LEA..how are y?
50621398372196353;4;whats on my list? glad u asked. todays winners include $bidu,$btu,$cub $eeb,$vrx,$vrus,tsu,$irm  .. a wide swath of names
50623438360018944;4;$GMCR $BIDU $TZOO hitting 52 week highs today
50628362636492801;4;ERROR
50628564571275265;4;New High Of Day Stocks $X, $SINA, $JOYG, $CTXS, $BIDU, $FCX, $PKX, $GOLD, $PCLN etc: $IWM and $QQQ Stronger Than $SPY
50628583500156928;2b;$BIDU sick
50629356292288512;4;ERROR
50629400806428672;4;IBD 50's $BIDU jumps near high as it pushes into mobile software. Perhaps an operating system rival to $GOOG Android? http://bit.ly/eeKfSv
50629477167935488;0;ERROR
50629537180033024;4;$BIDU Mar week 4 140 $call gains 1300% today!
50629750640742400;0;@HedgefundPLAY  i agree $BIDU has major resistance at $135
50629950939738112;4;RT @HedgefundPLAY $BIDU will short at $135 major resistance... ..(Its All Time Highs, No Such Thing As Major Resistance Its Never Been Here)
50630485646393344;2b;$bidu crazy today!!!!
50630519590883328;4;ERROR
50630954213060608;4;ERROR
50631031069483010;4;$BIDU extremely impressive action.
50631245574569984;2b;ERROR
50631995008618496;4;ERROR
50632398240624640;4;If I were to go long today, I'd look at $SINA and $BIDU. Charts look great. Big China names have been doing well.
50632890156986368;4;$BIDU $FFIV $SBUX have 45 degree angle charts today intraday
50634291356512256;0;ERROR
50634724821049344;4;ERROR
50636424998944768;4;RT @HCPG: find it bizarre how much $BIDU is outperforming its peers.  Very impressive today
50636441377701888;2b;@Trending123 u can read my twit ...i put money were my mouth is.... There is no buyer of $BIDU at this level... It's short covering today
50636836950900736;2b;@Trending123 I love $BIDU..., but I believe trade in $BIDU is over at $135 level...most overbought stock... There r more seller then buyer
50637284491538432;4;$BIDU new high today. $133.97.
50637499214741504;0;"@HedgefundPLAY It Very Well Could Be Over For $BIDU At 135 But Not Because Of ""Major"" Resistance, Stocks At All Time Highs Don't Have None"
50637743700709377;4;Thank you computers for pumping up $BIDU today.
50637858242957313;2a;@HedgefundPLAY Only After The First Pullback And Possibly Super High Volume At The Highs Can Resistance Even Be Gauged In A Chart $BIDU
50637861086699520;4;"US Indexes Rise; Baidu Breaks Out  : $BIDU : http://scroli.com/profile/BIDU #Baidu"
50638479851388930;0;RT @HedgefundPLAY @Trending123 $BIDU can reverse at $134 level....Yes It Could But Not Because Anyone Can Predict It In A Chart Before Hand
50639177934585856;4;RT @StkConfidential: Lots of leaders continuing to move: $BIDU, $NFLX, $SINA, $SOHU, $CLF, $PNRA, $LULU, $WYNN, $BWLD, $PCLN, $JNPR, $OPEN
50639275661860864;2b;ERROR
50639502376566784;4;congrats to $bidu $sina $mee longs well done!
50639657125416960;4;ERROR
50639974311276544;4;@Trending123 I was waiting for $BIDU with my hand open at $113 level... Missed it... Damn... Still waiting... $BIDU it's not short too
50640375177682944;2a;ERROR
50640696742387712;4;ERROR
50645654082551808;4;ERROR
50645710445617152;4;@ericjackson Pretty nice day for many China online stocks. In addition to $SINA, $SOHU, $NTES up. Unstoppable $BIDU at new all-time high.
50646315071311873;4;ERROR
50646641119739904;2a;Time to put in a couple of short as a hedge for my longs $FDX short term 85 $BIDU... short term 120
50647121828917248;2b;If the $BIDU breakout fails tmrw and it falls back into the mid 120s I will re-enter on the put spread side again.
50647313013673984;2b;The $BIDU Apr 100/105 put spread was only .07 so I just closed it along with the call spread
50648345101873153;2b;3/23/11 - Nasdaq +0.5%, S&P +0.3% // Trend = Down // Guidance: Stocks attempt to perk up. VIX heavy support at 50 day MA. $BIDU +4% today.
50648544167739392;2a;ERROR
50648786103578624;0;@rogerjmason I like $SINA. bad recent quarter because spending too much money to grow. But i like it ..$BIDU  cheaper though
50649913473773569;2b;ERROR
50650802209046528;4;Wednesday Options Recap http://seekingalpha.com/a/5khj $AA $BAC $BIDU $EWJ $MMM $UTX $XING
50652304801660928;4;Current holding: $BIDU 130 put March 25, $NFLX 230 put April 16, $F 14 call April 16.
50655977149706240;4;Billionaire Ken Fisher's Favorite Stock Picks http://seekingalpha.com/a/5khp $AAUKY.PK $ABB $AMAT $AMOV $APC $BA $BASFY.PK $BBD $BHP $BIDU
50660386327900160;4;@Tlf82 Thanks so much, Tommy. $BIDU broke out to alltime highs today on bigtime volume.  Just a great chart! :-)  Was out most of day and
50661579917766657;4;$bidu is a bull!!
50662802951634944;2a;Minyanville\'s T3 Daily Recap: Baidu, Freeport Highlight Powerful Intraday Reversal  : $BIDU : http://scroli.com/profile/BIDU #Baidu
50665348231471104;4;"Stocks Gain In Higher Trade; Baidu, EZCorp Break Out  : $BIDU : http://scroli.com/profile/BIDU #Baidu"
50668343853715456;4;$BIDU is now 1325 pre split price. the trend is your friend.
50668452385525760;4;Knew I should have bought $BIDU. Thought about it at 12:00! Damn.
50668611198656512;4;RT @deltaStrikejj: $BIDU is now 1325 pre split price. the trend is your friend.
50672925967257600;4;$BIDU - Baidu: Aim To Develop Software For Devices To Use Internet http://tinyurl.com/5raxnbg
50680397880754176;4;ERROR
50681494175367168;2b;awesome day for $BIDU, nice ka-chingas.  chart for $APKT looks broken, IMHO.  Probably take another month to setup...
50682319727636480;4;@deltaStrikejj I don't know why people freak out over expensive stocks, they are generally the best performers/leaders... $BIDU
50687190128267264;4;Trade: BUY 7 $BIDU $127.75. Adding to BIDU position http://bit.ly/fovMUY
50689052416016384;4;@dubstrader don't think $BIDU is going to come down, man...at least not with that volume...
50690042821226498;4;Good day for $BIDU.  http://tinyurl.com/47gjvjs
50691526669512704;2a;Put Sellers Jump On Jaguar Mining as Stock Defies the Skeptics  : $BIDU : http://scroli.com/profile/BIDU #Baidu
50691686761889792;4;ERROR
50693914151235584;2a;ERROR
50693956463370240;2b;ERROR
50695780746530817;2a;ERROR
50697062525833219;4;ERROR
50730488826040320;2a;Upset i didnt buy more $bidu and $open earlier this week like i started to.
50739015049166848;4;RT @niubi: @KaiserKuo congrats, baidu now has larger market cap than tencent $bidu. 2x since u joined. Coincidence?
50745722412351488;4;Is Capital Slowly Moving Into Emerging Markets Again http://stk.ly/dZpga8 via @StockTwits50 $BIDU $SINA $EEM $ARBA
50746212667764736;4;$SOHU could follow $BIDU and $SINA http://fsc.bz/CNy #WORDEN
50756544064786432;4;except tech stocks like $BIDU $NFLX PCLN. they are just in their own beast mode world
50766243761893376;2b;I like the $AMZN $NFLX $BIDU strength today but might be one day thing....
50837232789098496;2a;Fool\'s gold: Why Youku is a sell  : $BIDU : http://scroli.com/profile/BIDU #Baidu
50865420093239296;0;Google\'s Shares Continue Their Retreat  : $BIDU : http://scroli.com/profile/BIDU #Baidu
50869642029318144;4;ERROR
50871830403227649;4;All I can say is NFLX marches to its own drum, so unpredictable RT @TheArmoTrader: I like the $AMZN $NFLX $BIDU strength today but might...
